Question,Difficulty,Correct Answer,Option 1,Option 2,Option 3,Option 4
The first Nigerian woman to receive a Nobel Prize was _____,hard,D,Wangari Maathai,Chimamanda Ngozi Adichie,Nadine Gordimer,Wole Soyinka
Which Nigerian actress starred in the movie 'Half of a Yellow Sun'?,medium,A,Genevieve Nnaji,Omotola Jalade-Ekeinde,Lola Alao,Rita Dominic
"In 1999, Nigeria returned to civilian rule with which president?",medium,B,Umaru Musa Yar'Adua,Olusegun Obasanjo,Mohammed Buhari,Goodluck Jonathan
Which song by Davido was a major hit in 2017?,easy,B,Skelewu,If,Fia,Fall
The popular Nigerian movie 'Lionheart' was directed by _____,medium,A,Genevieve Nnaji,Kunle Afolayan,Izu Ojukwu,Toka McBaror
Fill in the blank: The _______ is the basic unit of life in all living organisms.,easy,B,Atom,Cell,Tissue,Organ
The 2020 Big Brother Naija winner is _____,easy,C,Mike,Mercy,Laycon,Tacha
What is the main function of the liver in the human body?,medium,A,Filter blood,Produce insulin,Regulate heartbeat,Absorb nutrients
Which event marked Nigeria's transition from military rule to democracy in 1999?,medium,B,Abacha's death,Obasanjo's election,Biafran War,Return of civilian government
Who is the lead actor in the movie 'October 1'?,medium,B,Kunle Remi,Sadiq Daba,Jide Kosoko,Adesua Etomi
Which Nigerian singer is often referred to as the 'Queen of Afrobeats'?,medium,A,Tiwa Savage,Yemi Alade,Simi,Niniola
The basic functional unit of the kidney is known as the _______.,medium,A,Nephron,Neuron,Glomerulus,Tubule
Which Nigerian artist is known for the hit song 'Joro'?,medium,A,Wizkid,Olamide,Davido,Burna Boy
The human lungs are primarily responsible for what function?,easy,C,Digesting food,Filtering blood,Exchanging gases,Regulating temperature
What was the name of Nigeria's first indigenous bank?,hard,C,First Bank,Union Bank,African Continental Bank,National Bank
Which Nigerian movie features the character 'Tunde' played by Kunle Remi?,medium,B,The Arbitration,October 1,The Wedding Party,Mokalik
The 'Tinubu Square' is located in which Nigerian city?,medium,B,Abuja,Lagos,Port Harcourt,Kaduna
Which Nigerian actress received the 'Best Actress' award at the Africa Magic Viewers' Choice Awards in 2016?,medium,C,Nse Ikpe-Etim,Adesua Etomi,Genevieve Nnaji,Omotola Jalade-Ekeinde
The primary role of the pancreas in human anatomy is to produce _______.,medium,B,Oxygen,Insulin,Sodium,Chlorine
What was the outcome of Nigeria's first military coup?,hard,B,Civil War,Establishment of a military regime,Return to democracy,Independence
The song 'Duduke' was performed by which Nigerian artist?,medium,A,Simi,Tiwa Savage,Yemi Alade,Waje
The human body produces how much blood on average?,medium,A,5-6 liters,1-2 liters,8-10 liters,3-4 liters
Which Nigerian political party was formed in 1998?,medium,A,PDP,APC,AD,APGA
Which popular Nigerian singer is known for the song 'Onyeoma'?,medium,A,Flavour,P-Square,2Baba,Wizkid
Fill in the blank: The _______ is a structure that connects muscles to bones.,easy,B,Ligament,Tendon,Cartilage,Joint
The creation of the Nigerian states was formalized in which year?,medium,A,1976,1960,1979,1984
Which actor is known for his role in the film 'Chief Daddy'?,medium,D,Zack Orji,Falz,Nkem Owoh,Ayo Makun
Which Nigerian comedian is known for the character 'Aunty Success'?,medium,C,Bovi,AY,Woli Arole,Funke Akindele
The human body has how many major organ systems?,easy,C,8,10,11,9
The 'Headies' is an award show that celebrates achievements in which industry?,medium,C,Sports,Fashion,Music,Film
Fill in the blank: The _______ is the part of the brain responsible for memory and learning.,medium,A,Hippocampus,Cerebellum,Thalamus,Medulla
Fill in the blank: The _______ is celebrated every October as Nigeria's independence anniversary.,easy,D,Eid,Democracy Day,Nigeria Day,Independence Day
Who is known for the song 'Ojuelegba' that gained international recognition?,medium,A,Wizkid,Burna Boy,Davido,Olamide
The _______ system is a crucial part of the human circulatory system.,medium,C,respiratory,nervous,lymphatic,digestive
Which event marked the beginning of Nigeria's civil war?,hard,C,The assassination of Aguiyi-Ironsi,The coup d'état of 1966,The Biafran declaration,The Unification Decree
Complete the statement: The _______ is a popular Nigerian dish made from fermented locust beans.,easy,C,Efo Riro,Ogbono,Iru,Jollof Rice
Who directed the award-winning movie 'The Wedding Party'?,medium,A,Kemi Adetiba,Kunle Afolayan,Ishaya Bako,Niyi Akinmolayan
"In Nigerian music, the term 'Afrobeats' refers to a genre that blends _______.",medium,D,Jazz and Blues,Highlife and Reggae,Hip Hop and R&B,Traditional and Modern pop
Which part of the human brain is responsible for regulating emotions?,medium,D,cerebrum,cerebellum,brainstem,hypothalamus
Complete the phrase: The Nigerian film industry is popularly known as _______.,easy,A,Nollywood,Bollywood,Hollywood,Ghollywood
The _______ is a major organ that detoxifies chemicals in the human body.,medium,B,spleen,liver,gallbladder,kidney
Which Nigerian artist is known for the hit track 'Ye'?,medium,B,Wizkid,Burna Boy,Davido,Patoranking
The _______ helps in the digestion of food by producing bile.,medium,C,stomach,pancreas,liver,small intestine
What was Nigeria's capital city before it was moved to Abuja in 1991?,medium,A,Lagos,Kano,Ibadan,Port Harcourt
The _______ created the 'Sankara' movement in Nigeria during the 1980s.,hard,C,Nigerian Youth,Biafran Soldiers,Nigerian Students,Nigerian Military
Fill in the blank: The _______ is a popular Yoruba festival celebrated in Nigeria.,medium,A,Eyo Festival,Durbar Festival,Nneka Festival,Ofala Festival
Which Nigerian musician is recognized for his distinct sound blending Afrobeat and hip-hop?,medium,C,Niniola,Olamide,Fela Kuti,Phyno
The _______ is an organ that filters blood and produces red blood cells.,easy,B,kidney,spleen,liver,heart
When did Nigeria become a British protectorate?,medium,C,1884,1899,1914,1954
Which genre of music did the late Fela Kuti popularize?,medium,C,Jazz,Yoruba Highlife,Afrobeat,Reggae
The _______ is a gland in the human body that regulates metabolism.,medium,A,thyroid,adrenal,pituitary,thymus
Which Nigerian historical figure is known for the 'Ahiara Declaration'?,hard,A,Chukwuemeka Odumegwu Ojukwu,Nnamdi Azikiwe,Obafemi Awolowo,Ahmadu Bello
Complete the statement: The _______ is a traditional Nigerian attire often worn at weddings.,easy,A,Buba,Saree,Kilt,Kimono
Which Nigerian singer is known for his philanthropic activities and the hit song 'If'?,medium,B,Wizkid,Davido,Rema,Tekno
The _______ is the protective outer covering of the human brain.,medium,B,cerebellum,meninges,hypothalamus,cortex
Which popular Nigerian film features the character 'Eniola'?,medium,A,The Wedding Party,Lionheart,The Figurine,October 1
When did the Nigerian civil war officially end?,medium,A,1970,1969,1971,1968
Which Nigerian artist is known for the viral song 'Dumebi'?,medium,A,Rema,Joeboy,Fireboy DML,Omah Lay
Fill in the blank: The _______ is a crucial organ for producing enzymes and hormones in the human body.,medium,A,pancreas,liver,kidney,spleen
The _______ was a significant event highlighting Nigeria's struggle for independence.,hard,D,Amalgamation of 1914,The Lagos Riots,The Nigerian Independence Act,The Aba Women's Riots
The _______ is responsible for coordinating voluntary movements in the human body.,medium,A,cerebellum,brainstem,cerebrum,hypothalamus
Who was the first Nigerian woman to receive a PhD in Nigeria?,hard,B,Funmilayo Ransome-Kuti,Abiola Irele,Mabel Segun,Amina Mama
Which artist is known for the album 'Ayo' and the song 'Joro'?,medium,B,Davido,Wizkid,Burna Boy,Olamide
Fill in the blank: The _______ is a vital organ in the human body responsible for filtering blood.,easy,C,heart,lungs,kidneys,liver
Which event is known as the 'June 12' struggle in Nigeria?,hard,A,The 1993 elections,Boko Haram insurgency,The Biafran War,The military coup of 1985
What is the title of the popular Nigerian movie featuring a love story set in a royal family?,medium,C,The Wedding Party,The Figurine,The Royal Hibiscus Hotel,Lionheart
The _______ is a part of the human body that produces red blood cells.,medium,A,spleen,liver,kidney,heart
When did Nigeria adopt a new constitution that marked the transition to democracy?,medium,A,1999,2001,1993,1989
The human body contains how many bones at adulthood?,easy,A,206,305,156,256
Fill in the blank: The _______ is a vital organ responsible for pumping blood throughout the body.,easy,B,brain,heart,liver,lungs
Which Nigerian artist is known for the album 'Ayo'?,medium,A,Wizkid,D'banj,2Baba,Olamide
Identify the largest muscle in the human body.,medium,C,biceps,triceps,gluteus maximus,quadriceps
The _______ system is responsible for transporting oxygen and nutrients in the human body.,easy,C,digestive,nervous,circulatory,endocrine
Who was the first Prime Minister of Nigeria?,medium,B,Nnamdi Azikiwe,Abubakar Tafawa Balewa,Obafemi Awolowo,Sani Abacha
Which of the following organs is part of the human respiratory system?,easy,C,liver,stomach,trachea,kidney
Which Nigerian musician is known for the song 'Ye'?,medium,A,Burna Boy,Davido,Flavour,P-Square
The _______ is an organ that filters waste from the blood in humans.,easy,C,pancreas,spleen,kidney,gallbladder
Identify the Nigerian filmmaker famous for directing 'The Wedding Party'.,medium,B,Kunle Afolayan,Kemi Adetiba,Toka McBaror,Jadesola Osiberu
Fill in the blank: The _______ helps in the digestion of food in the human body.,easy,B,heart,stomach,brain,lung
Who was the first female Minister of Finance in Nigeria?,medium,A,Ngozi Okonjo-Iweala,Amina Mohamed,Kemi Adeosun,Zainab Ahmed
Which of the following is a common feature of Nigerian Nollywood films?,easy,C,Musical numbers,Documentary style,Drama and romance,Science fiction
Which popular Nigerian artist is recognized for his unique blend of Afrobeat and hip-hop?,medium,C,P-Square,Olamide,Wizkid,Davido
Fill in the blank: The _______ is essential for maintaining balance and posture in the human body.,easy,C,ear,eye,brain,skin
What year did Nigeria's military regime transition back to civilian rule?,medium,B,1995,1999,2000,2003
Identify the Nigerian singer known for the hit 'Joro'.,medium,B,Tiwa Savage,Wizkid,Burna Boy,Davido
The _______ is a part of the human digestive system that absorbs nutrients.,easy,C,esophagus,stomach,small intestine,large intestine
What was the primary reason for Nigeria's independence movement?,medium,A,Colonial exploitation,Cultural assimilation,Religious differences,Economic growth
Who is the lead actor in the popular Nigerian series 'Tinsel'?,medium,B,Chinedu Ikedieze,Dakore Akande,Tana Adelana,O.C Ukeje
Fill in the blank: The _______ is the primary organ for detoxifying chemicals in the human body.,easy,B,heart,liver,kidney,pancreas
Which Nigerian political leader was known as 'The Lion of Bourdillon'?,medium,A,Bola Ahmed Tinubu,Obafemi Awolowo,Ahmadu Bello,Nnamdi Azikiwe
The _______ is involved in the regulation of hormones in the human body.,medium,C,pancreas,thyroid,pituitary gland,adrenal gland
Which Nigerian actor is famous for his role in 'The Wedding Party'?,medium,B,Jim Iyke,Banky W,Richard Mofe-Damijo,Ik Ogbonna
Fill in the blank: The _______ is a major component of the human immune system.,medium,C,heart,liver,spleen,pancreas
What was the main cause of the Biafran War in Nigeria?,medium,C,Ethnic conflict,Economic disparity,Political power struggle,Religious differences
Which Nigerian leader was known for his role in the anti-colonial struggle?,medium,B,Sani Abacha,Nnamdi Azikiwe,Muhammadu Buhari,Olusegun Obasanjo
Identify the Nigerian singer who was a finalist on 'Project Fame'.,medium,A,Chidinma,Yemi Alade,Simi,Waje
Fill in the blank: The _______ is a protective layer that covers the human body.,easy,B,muscle,skin,bone,tissue
Which Nigerian actor is known for his comedic roles in films?,medium,A,Nkem Owoh,Chiwetalu Agu,Osita Iheme,Ay Makun
The _______ is a bone found in the human arm.,medium,B,femur,humerus,tibia,radius
What was the main reason for the creation of Nigeria's 1999 constitution?,medium,A,To promote democracy,To centralize power,To reduce corruption,To establish military rule
Which Nigerian artist is often called the 'African Giant'?,medium,B,Davido,Burna Boy,Wizkid,Olamide
The _______ system is responsible for transporting nutrients and oxygen throughout the body.,easy,B,Respiratory,Circulatory,Digestive,Nervous
"Famous for his unique blend of Afrobeats and hip-hop, _______ is a prominent Nigerian artist known for his lively performances.",medium,C,Olamide,Wizkid,Burna Boy,Davido
________ is the largest bone in the human body.,easy,B,Humerus,Femur,Tibia,Pelvis
"Known for his captivating storytelling, _______ is a significant figure in Nigerian cinema.",medium,A,Kunle Afolayan,Tunde Kelani,Iyiola Ayoade,Jide Kosoko
The _______ is responsible for processing visual information in the human brain.,medium,B,Frontal lobe,Occipital lobe,Temporal lobe,Parietal lobe
"In 1979, Nigeria transitioned to which type of government?",medium,C,Military,Monarchy,Democracy,Dictatorship
The hit song 'Ojuelegba' was released by which Nigerian artist?,easy,B,Davido,Wizkid,Olamide,Tiwa Savage
_______ is the muscle responsible for breathing in humans.,easy,A,Diaphragm,Sternocleidomastoid,Intercostal,Pectoralis
Which event marked Nigeria's return to civilian rule in 1999?,medium,B,Military coup,Democratic elections,Constitutional amendment,Independence
The popular Nollywood film 'The Wedding Party' was directed by _______.,medium,A,Kemi Adetiba,Izu Ojukwu,Kunle Afolayan,Tolu Ajayi
The _______ is a vital organ that filters blood and produces urine.,easy,B,Liver,Kidney,Heart,Lungs
________ is the Nigerian artist known for the hit song 'Duduke'.,easy,A,Simi,Tiwa Savage,Yemi Alade,Chidinma
"The _______ is known as the body's control center, governing all bodily functions.",medium,A,Brain,Spinal Cord,Heart,Nervous System
During which event did Nigeria experience a civil war from 1967 to 1970?,hard,A,Biafran War,World War II,Nigerian Independence,Military Coup
"Which Nigerian actress starred in the film 'Lionheart', the first Netflix original film from Nigeria?",medium,A,Genevieve Nnaji,Omotola Jalade-Ekeinde,Rita Dominic,Funke Akindele
The _______ is known for its role in the regulation of blood sugar levels.,medium,A,Pancreas,Liver,Gallbladder,Kidney
Which Nigerian singer is famously associated with the phrase 'Eko o ni baje'?,hard,B,2Baba,D'banj,Wizkid,Burna Boy
The _______ is a vital organ that aids in digestion and metabolism.,medium,B,Spleen,Liver,Stomach,Pancreas
The song 'Joro' was released by which notable Nigerian artist?,medium,B,Burna Boy,Wizkid,Davido,Olamide
